gt_path,gt_class_id,folder,trained_by,source
./test_dataset/ts_img_340.jpg,124,188,none,188/bl_011sg_4_180.jpg
./test_dataset/ts_img_341.jpg,105,167,none,167/bc_019sg_3_67.jpg
./test_dataset/ts_img_342.jpg,141,206,both,206/be_007tg_6_270.jpg
./test_dataset/ts_img_343.jpg,105,167,none,167/bc_014tg_6_160.jpg
./test_dataset/ts_img_344.jpg,309,248,cnn2,248/bl_003tg_5_126.jpg
./test_dataset/ts_img_345.jpg,205,213,fourth,213/be_012tg_4_64.jpg
./test_dataset/ts_img_346.jpg,219,233,none,233/bc_015sg_3_123.jpg
./test_dataset/ts_img_347.jpg,304,243,fourth,243/be_020sg_6_216.jpg
./test_dataset/ts_img_348.jpg,129,193,none,193/be_019tg_6_246.jpg
./test_dataset/ts_img_349.jpg,121,185,none,185/bl_003sg_5_86.jpg
./test_dataset/ts_img_350.jpg,132,196,cnn2,196/bl_008tg_1_4.jpg
./test_dataset/ts_img_351.jpg,310,249,both,249/be_017tg_6_378.jpg
./test_dataset/ts_img_352.jpg,124,188,none,188/be_018sg_3_45.jpg
./test_dataset/ts_img_353.jpg,101,161,none,161/bc_008tg_14_63.jpg
./test_dataset/ts_img_354.jpg,134,199,none,199/be_005tg_4_215.jpg
./test_dataset/ts_img_355.jpg,138,203,none,203/bl_005sg_9_379.jpg
./test_dataset/ts_img_356.jpg,213,227,none,227/be_005sg_4_115.jpg
./test_dataset/ts_img_357.jpg,126,190,none,190/be_016sg_11_153.jpg
./test_dataset/ts_img_358.jpg,111,175,cnn2,175/bc_004sg_3_352.jpg
./test_dataset/ts_img_359.jpg,205,213,none,213/bc_001tg_8_314.jpg
./test_dataset/ts_img_360.jpg,124,188,none,188/bc_008sg_6_250.jpg
./test_dataset/ts_img_361.jpg,214,228,none,228/be_013sg_6_258.jpg
./test_dataset/ts_img_362.jpg,207,215,fourth,215/bc_002tg_6_64.jpg
./test_dataset/ts_img_363.jpg,203,210,none,210/bl_009sg_3_444.jpg
./test_dataset/ts_img_364.jpg,129,193,none,193/be_013tg_1_311.jpg
./test_dataset/ts_img_365.jpg,302,241,fourth,241/be_014sg_2_242.jpg
./test_dataset/ts_img_366.jpg,106,168,none,168/bc_020tg_3_49.jpg
./test_dataset/ts_img_367.jpg,126,190,none,190/be_020sg_6_5.jpg
./test_dataset/ts_img_368.jpg,122,186,none,186/be_013sg_2_133.jpg
./test_dataset/ts_img_369.jpg,131,195,none,195/be_016tg_8_311.jpg
./test_dataset/ts_img_370.jpg,203,210,none,210/be_004tg_2_48.jpg
./test_dataset/ts_img_371.jpg,220,234,fourth,234/bl_002tg_3_65.jpg
./test_dataset/ts_img_372.jpg,307,246,both,246/be_006sg_1_140.jpg
./test_dataset/ts_img_373.jpg,130,194,none,194/bc_015tg_3_44.jpg
./test_dataset/ts_img_374.jpg,105,167,none,167/bc_007tg_6_160.jpg
./test_dataset/ts_img_375.jpg,128,192,none,192/be_017tg_4_94.jpg
./test_dataset/ts_img_376.jpg,131,195,none,195/be_004tg_4_204.jpg
./test_dataset/ts_img_377.jpg,301,240,cnn2,240/bc_002tg_8_222.jpg
./test_dataset/ts_img_378.jpg,309,248,fourth,248/be_001sg_1_1.jpg
./test_dataset/ts_img_379.jpg,125,189,cnn2,189/bl_010sg_6_213.jpg
./test_dataset/ts_img_380.jpg,101,161,none,161/be_001tg_2_384.jpg
./test_dataset/ts_img_381.jpg,213,227,none,227/be_014tg_4_211.jpg
./test_dataset/ts_img_382.jpg,136,201,none,201/bc_014tg_6_54.jpg
./test_dataset/ts_img_383.jpg,307,246,none,246/be_006tg_1_141.jpg
./test_dataset/ts_img_384.jpg,209,217,cnn2,217/be_019tg_8_197.jpg
./test_dataset/ts_img_385.jpg,125,189,fourth,189/bl_008tg_3_0.jpg
./test_dataset/ts_img_386.jpg,208,216,none,216/bc_016sg_3_321.jpg
./test_dataset/ts_img_387.jpg,128,192,none,192/be_017tg_4_24.jpg
./test_dataset/ts_img_388.jpg,220,234,none,234/bl_001sg_3_131.jpg
./test_dataset/ts_img_389.jpg,217,231,none,231/bc_009sg_2_164.jpg
./test_dataset/ts_img_390.jpg,304,243,fourth,243/be_020tg_6_217.jpg
./test_dataset/ts_img_391.jpg,137,202,none,202/bc_019sg_6_172.jpg
./test_dataset/ts_img_392.jpg,124,188,none,188/be_011sg_4_31.jpg
./test_dataset/ts_img_393.jpg,304,243,cnn2,243/be_016tg_4_21.jpg
./test_dataset/ts_img_394.jpg,141,206,cnn2,206/bl_002tg_7_7.jpg
./test_dataset/ts_img_395.jpg,127,191,none,191/be_008sg_4_405.jpg
./test_dataset/ts_img_396.jpg,138,203,none,203/be_007tg_7_398.jpg
./test_dataset/ts_img_397.jpg,306,245,both,245/be_008sg_5_344.jpg
./test_dataset/ts_img_398.jpg,123,187,none,187/be_006tg_1_53.jpg
./test_dataset/ts_img_399.jpg,303,242,none,242/be_017tg_5_0.jpg
./test_dataset/ts_img_400.jpg,305,244,cnn2,244/be_006sg_1_141.jpg
./test_dataset/ts_img_401.jpg,303,242,cnn2,242/be_016sg_3_21.jpg
./test_dataset/ts_img_402.jpg,212,226,none,226/bc_011tg_3_125.jpg
./test_dataset/ts_img_403.jpg,201,207,fourth,207/be_019tg_3_229.jpg
./test_dataset/ts_img_404.jpg,218,232,none,232/be_013sg_6_157.jpg
./test_dataset/ts_img_405.jpg,134,199,none,199/bl_003sg_5_154.jpg
./test_dataset/ts_img_406.jpg,215,229,none,229/be_004tg_2_55.jpg
./test_dataset/ts_img_407.jpg,116,180,none,180/bc_019sg_7_72.jpg
./test_dataset/ts_img_408.jpg,306,245,both,245/be_007tg_5_23.jpg
./test_dataset/ts_img_409.jpg,133,197,none,197/bc_016tg_3_340.jpg
./test_dataset/ts_img_410.jpg,215,229,none,229/be_016tg_8_405.jpg
./test_dataset/ts_img_411.jpg,302,241,fourth,241/be_009tg_3_1.jpg
./test_dataset/ts_img_412.jpg,302,241,none,241/be_014tg_2_242.jpg
./test_dataset/ts_img_413.jpg,137,202,none,202/be_013tg_6_30.jpg
./test_dataset/ts_img_414.jpg,219,233,none,233/bc_004tg_1_7.jpg
./test_dataset/ts_img_415.jpg,215,229,none,229/be_007tg_6_132.jpg
./test_dataset/ts_img_416.jpg,107,169,none,169/bc_019tg_8_108.jpg
./test_dataset/ts_img_417.jpg,123,187,none,187/bc_014tg_6_389.jpg
./test_dataset/ts_img_418.jpg,302,241,fourth,241/be_017tg_4_0.jpg
./test_dataset/ts_img_419.jpg,202,209,none,209/be_015sg_1_101.jpg
./test_dataset/ts_img_420.jpg,214,228,none,228/be_003tg_9_171.jpg
./test_dataset/ts_img_421.jpg,203,210,none,210/be_008tg_6_247.jpg
./test_dataset/ts_img_422.jpg,104,164,none,164/bc_020sg_3_21.jpg
./test_dataset/ts_img_423.jpg,221,236,none,236/be_014tg_4_408.jpg
./test_dataset/ts_img_424.jpg,125,189,cnn2,189/bl_005sg_5_55.jpg
./test_dataset/ts_img_425.jpg,213,227,none,227/bc_004tg_3_212.jpg
./test_dataset/ts_img_426.jpg,204,212,fourth,212/be_008tg_6_146.jpg
./test_dataset/ts_img_427.jpg,115,179,none,179/bc_013tg_5_11.jpg
./test_dataset/ts_img_428.jpg,202,209,none,209/be_008tg_5_122.jpg
./test_dataset/ts_img_429.jpg,106,168,none,168/bc_006tg_3_366.jpg
./test_dataset/ts_img_430.jpg,305,244,cnn2,244/be_007tg_1_0.jpg
./test_dataset/ts_img_431.jpg,221,236,none,236/be_019sg_8_250.jpg
./test_dataset/ts_img_432.jpg,127,191,none,191/be_008sg_6_95.jpg
./test_dataset/ts_img_433.jpg,130,194,none,194/bc_012sg_2_130.jpg
./test_dataset/ts_img_434.jpg,128,192,none,192/be_008tg_4_422.jpg
./test_dataset/ts_img_435.jpg,304,243,fourth,243/be_020sg_6_104.jpg
./test_dataset/ts_img_436.jpg,207,215,none,215/bl_011sg_4_311.jpg
./test_dataset/ts_img_437.jpg,115,179,none,179/bc_019sg_8_285.jpg
./test_dataset/ts_img_438.jpg,201,207,cnn2,207/bc_015sg_5_260.jpg
./test_dataset/ts_img_439.jpg,127,191,none,191/bc_002sg_6_119.jpg
./test_dataset/ts_img_440.jpg,212,226,none,226/bc_002tg_5_30.jpg
./test_dataset/ts_img_441.jpg,202,209,none,209/be_002sg_6_63.jpg
./test_dataset/ts_img_442.jpg,128,192,none,192/be_012tg_4_164.jpg
./test_dataset/ts_img_443.jpg,124,188,none,188/bl_007tg_8_168.jpg
./test_dataset/ts_img_444.jpg,308,247,cnn2,247/be_006sg_7_1.jpg
./test_dataset/ts_img_445.jpg,306,245,cnn2,245/be_008tg_7_346.jpg
./test_dataset/ts_img_446.jpg,301,240,none,240/bl_007sg_1_42.jpg
./test_dataset/ts_img_447.jpg,108,170,none,170/be_019sg_3_84.jpg
./test_dataset/ts_img_448.jpg,114,178,none,178/be_011sg_1_8.jpg
./test_dataset/ts_img_449.jpg,132,196,cnn2,196/be_017tg_7_387.jpg
./test_dataset/ts_img_450.jpg,123,187,none,187/be_018tg_9_116.jpg
./test_dataset/ts_img_451.jpg,137,202,none,202/be_005sg_2_146.jpg
./test_dataset/ts_img_452.jpg,114,178,fourth,178/be_018sg_7_243.jpg
./test_dataset/ts_img_453.jpg,110,173,none,173/be_001sg_2_412.jpg
./test_dataset/ts_img_454.jpg,115,179,none,179/bl_007tg_3_174.jpg
./test_dataset/ts_img_455.jpg,205,213,none,213/bl_004tg_2_57.jpg
./test_dataset/ts_img_456.jpg,205,213,fourth,213/bc_001tg_8_317.jpg
./test_dataset/ts_img_457.jpg,140,205,none,205/be_004sg_7_409.jpg
./test_dataset/ts_img_458.jpg,221,236,none,236/be_008sg_5_334.jpg
./test_dataset/ts_img_459.jpg,133,197,none,197/bl_011tg_4_221.jpg
./test_dataset/ts_img_460.jpg,132,196,both,196/be_017tg_7_128.jpg
./test_dataset/ts_img_461.jpg,129,193,none,193/be_006tg_6_120.jpg
./test_dataset/ts_img_462.jpg,135,200,cnn2,200/be_017sg_7_144.jpg
./test_dataset/ts_img_463.jpg,109,171,none,171/be_014sg_4_222.jpg
./test_dataset/ts_img_464.jpg,127,191,none,191/bl_007tg_8_459.jpg
./test_dataset/ts_img_465.jpg,114,178,none,178/be_011tg_4_96.jpg
./test_dataset/ts_img_466.jpg,115,179,none,179/be_001sg_5_200.jpg
./test_dataset/ts_img_467.jpg,218,232,none,232/be_012sg_3_319.jpg
./test_dataset/ts_img_468.jpg,102,162,none,162/bc_019sg_5_69.jpg
./test_dataset/ts_img_469.jpg,211,225,fourth,225/bc_017sg_6_26.jpg
./test_dataset/ts_img_470.jpg,117,181,none,181/be_016sg_10_50.jpg
./test_dataset/ts_img_471.jpg,117,181,none,181/bc_002tg_5_296.jpg
./test_dataset/ts_img_472.jpg,214,228,none,228/be_019sg_3_44.jpg
./test_dataset/ts_img_473.jpg,208,216,none,216/bc_017sg_3_383.jpg
./test_dataset/ts_img_474.jpg,216,230,fourth,230/be_015sg_1_64.jpg
./test_dataset/ts_img_475.jpg,132,196,both,196/bl_008sg_1_2.jpg
./test_dataset/ts_img_476.jpg,204,212,cnn2,212/bl_009sg_3_109.jpg
./test_dataset/ts_img_477.jpg,216,230,none,230/be_007sg_4_238.jpg
./test_dataset/ts_img_478.jpg,137,202,none,202/bc_014tg_5_163.jpg
./test_dataset/ts_img_479.jpg,307,246,both,246/be_008tg_7_424.jpg
./test_dataset/ts_img_480.jpg,207,215,fourth,215/bc_001tg_8_114.jpg
./test_dataset/ts_img_481.jpg,105,167,none,167/bc_016sg_7_200.jpg
./test_dataset/ts_img_482.jpg,135,200,none,200/be_014tg_2_44.jpg
./test_dataset/ts_img_483.jpg,118,182,none,182/bc_014sg_3_246.jpg
./test_dataset/ts_img_484.jpg,133,197,none,197/be_002sg_7_184.jpg
./test_dataset/ts_img_485.jpg,113,177,both,177/ce_001sg_2_254.jpg
./test_dataset/ts_img_486.jpg,110,173,none,173/be_001tg_2_410.jpg
./test_dataset/ts_img_487.jpg,303,242,fourth,242/be_017tg_7_189.jpg
./test_dataset/ts_img_488.jpg,127,191,fourth,191/bc_008sg_11_287.jpg
./test_dataset/ts_img_489.jpg,125,189,cnn2,189/bl_007sg_3_141.jpg
./test_dataset/ts_img_490.jpg,134,199,none,199/bc_020sg_4_456.jpg
./test_dataset/ts_img_491.jpg,221,236,none,236/be_020tg_4_198.jpg
./test_dataset/ts_img_492.jpg,220,234,none,234/bl_003tg_3_51.jpg
./test_dataset/ts_img_493.jpg,126,190,none,190/bc_012sg_2_173.jpg
./test_dataset/ts_img_494.jpg,204,212,none,212/bc_015tg_3_71.jpg
./test_dataset/ts_img_495.jpg,115,179,none,179/bc_008sg_13_101.jpg
./test_dataset/ts_img_496.jpg,134,199,none,199/bl_009sg_3_354.jpg
./test_dataset/ts_img_497.jpg,204,212,fourth,212/bl_003tg_5_104.jpg
./test_dataset/ts_img_498.jpg,303,242,fourth,242/be_015tg_1_384.jpg
./test_dataset/ts_img_499.jpg,215,229,none,229/be_001sg_5_25.jpg
./test_dataset/ts_img_500.jpg,305,244,fourth,244/be_015sg_2_255.jpg
